EPISODE_NUMBER,LAYER_1,LAYER_2,LAYER_3,LAYER_4,ACCURACY,LOSS,MODEL_MATCHED
episode_347,c_12,m_1,m_1,c_11,0.9502,0.17835413,model_1467
episode_348,c_9,c_7,s,-,0.9772,0.07468819,model_337
episode_348,c_9,c_7,s,-,0.9766,0.07252472,model_1520
episode_349,c_3,c_7,c_2,c_7,0.979,0.062303916,model_1441
episode_350,c_3,c_3,c_4,c_10,0.9789,0.06400194,model_1050
episode_351,c_10,c_6,c_9,c_10,0.9795,0.06113689,model_748
episode_352,c_11,c_9,c_2,c_11,0.9801,0.05990994,model_1551
episode_353,c_3,c_12,c_3,c_11,0.9814,0.060056966,model_1162
episode_354,c_8,c_11,c_10,c_2,0.9801,0.062293444,model_152
episode_355,c_1,c_10,c_7,s,0.9769,0.072510794,model_168
episode_356,c_8,c_6,c_6,c_5,0.9798,0.061597697,model_1087
episode_357,c_10,c_5,c_4,m_1,0.9804,0.06260625,model_1882
episode_358,c_3,c_6,c_5,c_8,0.9777,0.06716399,model_1952
episode_359,c_10,c_7,c_12,s,0.98,0.061069686,model_19
episode_360,c_5,m_3,m_3,c_8,0.761,1.0470812,model_1350
episode_361,c_1,c_7,c_9,c_9,0.981,0.05916564,model_1771
episode_362,c_2,c_11,c_8,s,0.9799,0.06224703,model_257
episode_363,c_3,c_6,c_10,c_1,0.9803,0.061203342,model_1973
episode_364,c_4,c_6,m_1,c_11,0.9749,0.0865223,model_1484
episode_365,c_2,c_9,m_1,c_11,0.9742,0.083324656,model_1230
episode_366,c_11,c_4,c_11,m_1,0.9812,0.060428064,model_1638
episode_367,c_12,m_1,c_9,c_4,0.9685,0.10539734,model_1084
episode_368,c_3,c_11,c_4,m_1,0.9785,0.06389569,model_1426
episode_369,c_2,c_7,c_7,m_2,0.9803,0.061561108,model_1996
episode_370,c_4,c_5,c_10,c_11,0.9799,0.06132451,model_1525
episode_371,c_1,c_4,c_4,c_11,0.9807,0.05906332,model_1841
episode_372,c_1,m_3,c_11,c_10,0.9597,0.1392783,model_1725
episode_373,c_1,c_5,m_3,c_1,0.9803,0.069882095,model_386
episode_374,c_4,c_4,c_3,c_11,0.9792,0.061372533,model_1363
episode_375,c_10,c_6,m_1,c_9,0.974,0.087817065,model_1030
episode_376,c_12,m_3,c_8,c_10,0.9744,0.085900694,model_1873
episode_377,c_6,m_1,c_10,m_3,0.9678,0.10644325,model_1294
episode_378,c_6,c_12,c_10,c_1,0.9784,0.063226536,model_253
episode_379,c_5,c_12,s,-,0.9772,0.07202849,model_1616
episode_380,c_10,m_3,c_12,m_1,0.9627,0.12602697,model_63
episode_381,c_9,c_11,c_8,s,0.9788,0.0649693,model_956
episode_382,c_9,c_4,c_5,c_9,0.9799,0.06386857,model_914
episode_383,c_6,c_4,c_8,c_5,0.9792,0.06480693,model_1754
episode_384,c_10,m_2,c_12,c_8,0.9665,0.11424164,model_1709
episode_385,c_4,c_7,m_1,c_4,0.9718,0.09290362,model_1570
episode_386,m_2,c_11,c_5,c_8,0.9509,0.15863313,model_588
episode_387,c_2,m_3,c_3,c_5,0.9699,0.09820371,model_388
episode_388,c_7,c_7,c_3,c_10,0.9794,0.06616121,model_993
episode_389,c_6,c_10,c_12,m_1,0.9798,0.06313086,model_1929
episode_390,c_4,c_5,c_7,c_7,0.9824,0.055685498,model_1818
episode_391,m_2,s,-,-,0.8894,0.41746303,model_801
episode_391,m_2,s,-,-,0.8887,0.41835153,model_1659
episode_392,m_3,c_10,c_5,s,0.8736,0.38806865,model_32
episode_392,m_3,c_10,c_5,s,0.8445,0.49697664,model_209
episode_393,c_4,c_8,c_6,c_9,0.9793,0.061797094,model_777
episode_394,c_2,c_1,c_10,c_1,0.9807,0.05875539,model_1224
episode_395,c_5,c_6,c_12,c_8,0.9813,0.059912156,model_1225
episode_396,c_2,c_4,c_6,s,0.9802,0.059616704,model_294
episode_397,c_2,c_10,c_5,c_5,0.9794,0.06140566,model_1699
episode_398,c_12,c_1,c_5,c_5,0.9803,0.061781045,model_1953
episode_399,c_5,c_1,m_3,m_1,0.9721,0.09312493,model_1411
episode_400,c_1,c_6,c_8,c_1,0.9811,0.058021426,model_1720
episode_401,c_11,c_10,m_3,c_10,0.9748,0.08715495,model_363
episode_402,c_8,c_12,c_5,m_2,0.9791,0.06407165,model_1097
episode_403,c_3,m_2,c_2,c_11,0.9699,0.10134535,model_466
episode_404,c_2,s,-,-,0.962,0.13089815,model_250
episode_404,c_2,s,-,-,0.9618,0.1329981,model_1043
episode_405,c_8,c_3,c_7,c_4,0.9801,0.060111612,model_1574
episode_406,c_5,c_1,c_12,c_8,0.9807,0.06141721,model_1843
episode_407,c_5,c_1,c_9,c_10,0.9808,0.060960576,model_204
episode_408,c_9,c_6,c_11,c_10,0.9809,0.061355192,model_355
episode_409,c_9,c_4,c_6,c_7,0.98,0.059731085,model_1776
episode_410,c_2,c_1,c_6,c_11,0.981,0.059737373,model_1226
episode_411,c_11,c_10,m_3,c_6,0.9762,0.07875231,model_292
episode_412,c_10,c_4,c_3,m_3,0.9808,0.059407447,model_706
episode_413,c_3,c_3,c_4,c_10,0.9789,0.06400194,model_1050
episode_414,c_8,c_10,s,-,0.9764,0.07684204,model_478
episode_415,c_9,c_7,c_10,c_5,0.9786,0.063212834,model_213
episode_416,c_11,c_5,c_9,c_12,0.9795,0.06238722,model_234
episode_417,c_11,m_1,c_10,m_2,0.9669,0.109249346,model_916
episode_417,c_11,m_1,c_10,m_2,0.9675,0.106541656,model_1900
episode_418,c_9,c_2,m_1,c_1,0.9741,0.08864668,model_1958
episode_419,c_2,c_12,c_8,c_3,0.9819,0.059198108,model_1251
episode_420,c_2,m_3,c_9,c_1,0.9722,0.09393084,model_1728
episode_421,c_8,c_3,c_9,m_1,0.978,0.06485518,model_1716
episode_422,c_12,c_11,m_3,c_4,0.9799,0.06859865,model_1564
episode_423,c_6,c_4,s,-,0.9764,0.07490824,model_444
episode_423,c_6,c_4,s,-,0.9768,0.072690554,model_1315
episode_423,c_6,c_4,s,-,0.9761,0.0745022,model_1936
episode_424,m_3,c_4,c_4,s,0.8449,0.49457178,model_545
episode_425,c_2,c_1,c_1,c_3,0.9817,0.057131745,model_405
episode_426,c_9,c_11,c_5,c_11,0.9807,0.06252876,model_1125
episode_427,c_5,m_3,m_2,c_12,0.9283,0.2904984,model_105
episode_428,c_10,m_1,c_7,m_2,0.9659,0.11299503,model_189
episode_428,c_10,m_1,c_7,m_2,0.9656,0.114914015,model_1834
episode_429,c_9,c_7,c_10,c_5,0.9786,0.063212834,model_213
episode_430,c_1,m_3,m_1,s,0.9377,0.26260978,model_1637
episode_431,c_1,c_3,c_1,s,0.9804,0.0628461,model_959
episode_432,c_4,c_2,c_11,s,0.9804,0.061388765,model_868
episode_433,c_9,c_1,c_11,m_3,0.9803,0.0629059,model_843
episode_434,c_3,c_1,c_8,m_2,0.9785,0.06606656,model_1722
episode_435,c_11,c_8,c_1,c_10,0.9795,0.062770806,model_1341
episode_436,c_7,c_3,c_1,c_2,0.9803,0.06245129,model_115
episode_437,c_3,c_5,c_12,c_8,0.9807,0.06176704,model_643
episode_438,c_5,c_9,s,-,0.9775,0.07472326,model_58
episode_438,c_5,c_9,s,-,0.9769,0.07257775,model_1808
episode_439,c_3,c_2,m_3,c_6,0.9807,0.06416799,model_640
episode_440,c_8,c_12,c_1,s,0.9797,0.06263655,model_826
episode_441,c_8,c_9,c_1,c_12,0.9789,0.0635474,model_977
episode_442,c_6,c_4,c_1,c_4,0.9808,0.05913852,model_2013
episode_443,c_8,c_2,c_3,c_2,0.9807,0.060480304,model_1298
episode_444,c_2,c_4,c_5,m_2,0.9812,0.057710864,model_445
episode_445,c_10,c_2,c_2,c_4,0.9807,0.06043944,model_239
episode_446,c_8,c_6,c_3,c_5,0.9795,0.06309882,model_978
episode_447,c_11,c_12,c_2,c_11,0.9803,0.06147183,model_755
episode_448,c_10,m_3,c_2,m_2,0.9573,0.14564282,model_56
episode_449,c_1,c_8,c_7,m_3,0.9799,0.062495902,model_1019
episode_450,c_1,c_3,m_1,s,0.978,0.07370741,model_287
episode_451,c_1,c_2,c_4,c_10,0.9785,0.065485075,model_817
episode_452,c_6,c_9,c_12,c_5,0.9801,0.062670276,model_1389
episode_453,m_3,c_8,c_11,c_4,0.8693,0.3907461,model_619
episode_454,c_10,c_7,c_2,c_10,0.9797,0.060088374,model_823
episode_455,c_10,c_3,c_5,c_8,0.9799,0.0607977,model_1146
episode_456,c_3,c_9,m_2,m_3,0.9779,0.06940713,model_1721
episode_457,c_9,c_9,c_3,c_11,0.9797,0.061802506,model_138
episode_458,c_4,c_9,m_3,c_5,0.9809,0.062013682,model_1318
episode_458,c_4,c_9,m_3,c_5,0.9815,0.060449053,model_1745
episode_459,c_9,m_1,c_5,c_7,0.9679,0.10954981,model_1045
episode_460,c_8,c_6,m_2,c_4,0.9783,0.07183302,model_949
episode_461,c_12,c_7,c_1,c_1,0.9813,0.0615534,model_427
episode_462,c_4,c_9,c_9,c_6,0.98,0.061865974,model_1134
episode_463,c_1,c_3,m_1,c_12,0.974,0.085921936,model_1781
episode_464,c_9,c_4,c_9,c_12,0.9806,0.05963483,model_613
episode_465,c_6,c_1,c_7,c_3,0.9801,0.062460832,model_123
episode_466,c_12,c_7,s,-,0.976,0.07312,model_943
episode_466,c_12,c_7,s,-,0.9771,0.072672024,model_1600
episode_467,c_6,c_11,c_9,c_2,0.981,0.05903276,model_902
episode_468,m_2,c_9,c_3,s,0.9496,0.16388707,model_1503
episode_469,c_5,c_3,c_1,c_2,0.9786,0.06264553,model_1078
episode_470,m_2,m_2,c_1,m_2,0.7074,0.8798696,model_68
episode_471,c_7,c_1,c_3,c_3,0.9811,0.059130065,model_1486
episode_472,c_5,c_10,c_9,c_5,0.9796,0.06399961,model_1893
episode_473,c_7,c_7,c_3,c_9,0.9806,0.059598748,model_1372
episode_474,c_7,c_7,c_3,c_10,0.9794,0.06616121,model_993
episode_475,c_1,c_3,m_1,s,0.978,0.07370741,model_287
episode_476,c_3,c_11,c_11,c_3,0.9793,0.0642911,model_1399
episode_477,c_9,c_6,c_8,c_12,0.9798,0.06462172,model_1170
episode_478,c_9,c_4,c_3,s,0.9791,0.06445447,model_1899
episode_479,c_9,c_8,c_11,c_12,0.9795,0.062697105,model_295
episode_480,c_6,c_3,c_12,c_3,0.9808,0.0622445,model_120
episode_481,c_1,c_5,c_10,m_3,0.9815,0.060107827,model_531
episode_482,c_12,c_3,c_5,c_7,0.9801,0.060150582,model_290
episode_483,c_2,c_11,c_7,c_10,0.982,0.058588482,model_341
episode_484,c_1,c_1,m_1,m_3,0.9708,0.09424558,model_461
episode_485,c_7,m_1,c_12,c_12,0.9678,0.10853486,model_794
episode_486,c_12,c_10,c_7,c_6,0.9809,0.0620965,model_1817
episode_487,c_6,c_11,c_3,c_8,0.9791,0.064677976,model_1881
episode_488,c_5,c_3,c_9,c_8,0.981,0.06140659,model_1228
episode_489,c_3,c_2,m_3,c_6,0.9807,0.06416799,model_640
episode_490,c_1,c_7,c_6,m_1,0.9812,0.05928835,model_856
episode_491,c_12,m_1,m_3,c_12,0.9644,0.14296243,model_722
episode_492,c_11,m_1,c_1,c_6,0.9657,0.11186331,model_540
episode_493,c_7,c_9,m_3,c_4,0.9818,0.058626465,model_305
episode_494,c_6,c_4,c_9,m_3,0.9794,0.060788848,model_135
episode_495,c_4,c_6,c_1,c_7,0.9782,0.06391668,model_1156
episode_496,c_12,c_1,c_10,s,0.9808,0.061076533,model_591
episode_497,c_7,c_10,c_3,m_1,0.98,0.059883095,model_1465
episode_498,c_11,c_4,c_4,s,0.9792,0.061011273,model_1566
episode_499,c_9,c_2,c_5,c_1,0.9796,0.061748702,model_739
episode_500,c_5,m_3,m_3,c_8,0.761,1.0470812,model_1350
episode_501,c_9,c_8,m_2,m_1,0.976,0.077522,model_1727
episode_502,c_10,m_3,c_1,c_4,0.9524,0.16296378,model_1930
episode_503,c_11,c_2,c_7,m_3,0.9779,0.06365406,model_584
episode_504,c_3,c_10,c_9,c_12,0.9804,0.059277378,model_562
episode_505,c_7,c_8,m_2,m_2,0.9742,0.082429126,model_16
episode_506,m_3,c_3,s,-,0.8416,0.50169194,model_1764
episode_507,c_2,c_9,c_3,c_1,0.9805,0.062088236,model_1252
episode_508,c_5,m_2,c_5,m_3,0.9671,0.11289768,model_228
episode_509,c_6,c_2,c_3,m_2,0.9805,0.059191715,model_1111
episode_509,c_6,c_2,c_3,m_2,0.9795,0.062423404,model_1773
episode_510,c_1,c_6,c_7,s,0.9801,0.060518574,model_1575
episode_511,c_3,c_6,c_10,c_1,0.9803,0.061203342,model_1973
episode_512,c_4,m_3,c_6,m_1,0.9623,0.1285597,model_236
episode_513,c_5,c_3,c_6,c_9,0.9808,0.059718363,model_5
episode_514,c_10,m_3,c_12,m_1,0.9627,0.12602697,model_63
episode_515,c_10,c_4,c_3,m_3,0.9808,0.059407447,model_706
episode_516,c_7,c_11,c_3,c_9,0.9797,0.06132094,model_976
episode_517,c_10,c_6,c_1,c_3,0.9795,0.06619243,model_64
episode_518,c_12,c_4,c_4,c_9,0.981,0.060787562,model_1238
episode_519,c_3,c_11,c_10,c_11,0.9799,0.06567356,model_1469
episode_520,c_3,c_8,c_11,c_9,0.9796,0.06389948,model_695
episode_521,c_5,c_5,m_1,c_10,0.9725,0.08917546,model_1184
episode_522,c_12,c_6,c_5,s,0.9803,0.062372442,model_1677
episode_523,c_3,c_6,c_2,c_4,0.9792,0.06274224,model_879
episode_524,c_10,c_12,c_8,c_1,0.9799,0.062673144,model_807
episode_525,c_7,c_10,m_3,c_7,0.9732,0.09098357,model_1384
episode_526,c_2,c_9,s,-,0.9793,0.069674686,model_349
episode_527,m_1,c_7,s,-,0.9341,0.22623637,model_888
episode_528,c_10,m_3,c_2,m_2,0.9573,0.14564282,model_56
episode_529,c_4,c_7,m_1,c_4,0.9718,0.09290362,model_1570
episode_530,c_7,c_9,m_2,m_1,0.9796,0.06953661,model_319
episode_531,c_6,c_8,c_6,s,0.979,0.06398562,model_1514
episode_532,c_8,c_7,c_1,c_8,0.981,0.05965324,model_982
episode_533,c_11,c_7,m_3,s,0.9768,0.0808118,model_321
episode_534,c_5,c_12,c_3,c_11,0.9788,0.059736293,model_899
episode_535,c_8,c_10,c_4,c_11,0.9811,0.059395935,model_26
episode_536,c_1,c_5,c_6,c_12,0.9808,0.058073062,model_1796
episode_537,c_12,m_2,c_7,c_1,0.9689,0.10478374,model_857
episode_538,c_6,c_8,c_2,c_9,0.98,0.06231407,model_1004
episode_539,c_9,c_6,m_3,s,0.981,0.066054136,model_1418
episode_540,c_4,c_2,c_10,c_11,0.9813,0.058229804,model_1067
episode_541,c_11,c_2,c_7,m_3,0.9779,0.06365406,model_584
episode_542,c_5,c_6,c_11,c_7,0.9798,0.06445872,model_313
episode_543,c_3,c_6,m_1,c_1,0.9739,0.08517454,model_1291
episode_544,c_9,c_2,s,-,0.9757,0.07566999,model_217
episode_544,c_9,c_2,s,-,0.9774,0.07220268,model_1701
episode_545,c_4,c_4,c_2,c_10,0.9805,0.05898783,model_1546
episode_546,c_9,c_3,c_5,c_1,0.9792,0.061023995,model_1130
episode_547,c_7,c_9,c_8,m_1,0.9807,0.06264752,model_845
episode_548,c_3,c_10,c_5,c_11,0.9793,0.06262065,model_1373
episode_549,c_9,c_9,c_6,s,0.98,0.06209753,model_331
episode_550,c_6,c_12,c_7,c_12,0.9791,0.06346655,model_1366
episode_551,c_1,c_6,c_1,m_3,0.9803,0.058768164,model_593
episode_552,c_5,c_8,c_10,c_6,0.9814,0.059535082,model_7
episode_553,c_10,m_1,c_7,m_2,0.9659,0.11299503,model_189
episode_553,c_10,m_1,c_7,m_2,0.9656,0.114914015,model_1834
episode_554,c_2,m_2,s,-,0.9553,0.15493575,model_414
episode_554,c_2,m_2,s,-,0.9533,0.16394566,model_1132
episode_554,c_2,m_2,s,-,0.9555,0.15514562,model_1744
episode_555,c_2,c_1,c_5,m_3,0.98,0.060029786,model_439
episode_556,c_5,c_12,c_3,c_11,0.9788,0.059736293,model_899
episode_557,c_10,c_12,c_7,m_2,0.9783,0.065340616,model_1191
episode_558,c_10,c_11,c_4,c_1,0.9801,0.060474455,model_875
episode_559,c_4,c_12,m_3,c_6,0.9817,0.060505204,model_1003
episode_560,c_4,c_8,c_4,c_1,0.9818,0.057535842,model_432
episode_561,c_2,m_3,c_11,c_12,0.9688,0.09805016,model_951
episode_562,c_3,c_11,c_11,c_3,0.9793,0.0642911,model_1399
episode_563,c_7,c_12,m_2,c_5,0.9785,0.06920949,model_1052
episode_564,c_9,m_1,c_5,m_1,0.9662,0.10810392,model_163
episode_565,c_9,c_4,c_6,c_2,0.9806,0.06313663,model_1891
episode_566,c_1,c_2,c_3,c_12,0.9811,0.06147395,model_241
episode_567,c_1,c_2,c_4,c_10,0.9785,0.065485075,model_817
episode_568,c_7,c_9,c_6,c_2,0.981,0.05965563,model_565
episode_569,c_7,c_3,c_1,c_2,0.9803,0.06245129,model_115
episode_570,c_4,c_4,c_4,c_2,0.9811,0.058938075,model_675
episode_571,c_5,m_3,c_8,c_6,0.9655,0.11332933,model_1495
episode_572,m_2,m_1,c_1,m_1,0.7913,0.66195375,model_1858
episode_573,c_12,s,-,-,0.9625,0.13331962,model_41
episode_574,c_10,m_3,c_12,m_1,0.9627,0.12602697,model_63
episode_575,c_1,c_8,c_9,c_5,0.9809,0.058377888,model_425
episode_576,c_7,c_6,c_11,m_2,0.9803,0.063397944,model_771
episode_576,c_7,c_6,c_11,m_2,0.9805,0.059628427,model_1513
episode_577,c_2,m_2,m_2,c_9,0.9626,0.14485374,model_1541
episode_578,c_10,c_12,c_9,c_4,0.9808,0.060541026,model_616
episode_579,c_4,c_7,m_3,c_11,0.9735,0.08685409,model_782
episode_580,c_9,c_11,c_1,c_10,0.9766,0.070573404,model_812
episode_581,c_2,m_2,c_1,c_6,0.9685,0.112486824,model_1859
episode_582,c_7,m_3,c_5,c_7,0.9544,0.1534283,model_1400
episode_583,c_9,c_8,c_6,c_6,0.9782,0.06363148,model_1652
episode_584,c_8,m_1,m_1,c_2,0.9418,0.20686002,model_813
episode_585,c_4,c_6,c_1,s,0.9803,0.06103466,model_1243
episode_586,c_7,c_3,c_3,s,0.9799,0.063616894,model_553
episode_587,c_1,m_1,c_8,c_12,0.9666,0.1105884,model_1752
episode_588,c_9,c_2,s,-,0.9757,0.07566999,model_217
episode_588,c_9,c_2,s,-,0.9774,0.07220268,model_1701
episode_589,c_12,c_1,c_6,c_1,0.9816,0.059453186,model_1629
episode_590,m_2,m_2,c_4,c_6,0.7124,0.87268424,model_1593
episode_591,c_6,c_11,c_12,c_5,0.979,0.0628348,model_1379
episode_592,c_10,c_12,c_8,c_1,0.9799,0.062673144,model_807
episode_593,c_5,c_3,c_12,s,0.98,0.06164016,model_762
episode_594,c_8,c_12,m_2,c_3,0.9791,0.07206717,model_1719
episode_595,c_1,c_2,m_2,c_2,0.9751,0.08245304,model_1415
episode_596,c_12,s,-,-,0.9625,0.13331962,model_41
episode_597,c_5,c_2,c_4,c_12,0.9805,0.06056689,model_394
episode_598,c_2,m_3,c_10,c_9,0.9698,0.098634884,model_1828
episode_599,c_10,m_1,c_8,m_3,0.9668,0.113322355,model_526
episode_600,c_6,c_6,m_2,m_2,0.9748,0.080848455,model_1009
episode_601,c_1,c_6,s,-,0.9762,0.071903825,model_1490
episode_602,c_8,m_3,c_2,c_5,0.9713,0.1002614,model_274
episode_603,c_6,c_4,c_12,m_2,0.9783,0.06382814,model_1177
episode_604,c_2,c_9,m_3,c_8,0.9814,0.0620998,model_1123
episode_605,c_10,c_1,c_8,s,0.98,0.061096102,model_122
episode_606,c_7,c_12,s,-,0.9776,0.07033575,model_391
episode_606,c_7,c_12,s,-,0.9767,0.07346752,model_1567
episode_607,c_6,c_11,c_3,c_8,0.9791,0.064677976,model_1881
episode_608,c_7,c_1,s,-,0.9764,0.074166715,model_578
episode_609,c_1,c_12,c_7,c_7,0.9816,0.05713021,model_1672
episode_610,c_3,c_3,c_3,m_1,0.9784,0.06483513,model_1488
episode_611,c_5,c_10,c_3,c_12,0.9808,0.06327438,model_44
episode_612,c_4,c_5,c_11,c_4,0.9806,0.06193556,model_1757
episode_613,c_1,m_3,c_11,c_10,0.9597,0.1392783,model_1725
episode_614,c_2,m_2,c_10,c_6,0.9661,0.10719956,model_1014
episode_615,c_8,c_8,c_4,c_9,0.98,0.061210923,model_1140
episode_616,c_4,c_4,c_5,c_2,0.9825,0.057508975,model_267
episode_617,c_4,c_9,c_1,c_9,0.9801,0.063596554,model_641
episode_618,c_4,c_7,c_7,c_1,0.9807,0.060014255,model_129
episode_619,c_10,c_1,m_2,c_2,0.9704,0.09924541,model_1265
episode_620,c_2,m_2,c_11,c_7,0.9687,0.104086176,model_1556
episode_621,c_1,c_6,s,-,0.9762,0.071903825,model_1490
episode_622,c_12,c_6,c_4,c_12,0.9798,0.06070218,model_1907
episode_623,c_4,c_5,s,-,0.9761,0.076281786,model_1383
episode_624,c_1,m_3,m_2,c_5,0.8707,0.52082753,model_207
episode_625,c_10,m_2,c_12,c_6,0.9641,0.11774464,model_485
episode_626,c_7,c_7,c_11,c_7,0.9807,0.058204252,model_14
episode_627,c_10,c_3,c_5,c_8,0.9799,0.0607977,model_1146
episode_628,c_8,c_12,c_11,c_7,0.9808,0.06113869,model_878
episode_629,c_11,s,-,-,0.9599,0.13573883,model_354
episode_629,c_11,s,-,-,0.9608,0.1349148,model_1239
episode_630,c_7,c_6,c_6,m_1,0.9787,0.06295236,model_897
episode_631,c_4,c_9,m_1,c_9,0.9738,0.08689149,model_1650
episode_632,c_12,m_1,c_5,m_2,0.9693,0.106439084,model_1939
episode_633,c_1,c_6,c_1,m_3,0.9803,0.058768164,model_593
episode_634,c_5,c_12,c_11,c_7,0.9782,0.06722261,model_1074
episode_635,c_12,s,-,-,0.9625,0.13331962,model_41
episode_636,c_2,c_10,m_1,s,0.9718,0.09087748,model_525
episode_637,c_4,c_10,c_3,c_3,0.9786,0.065241255,model_365
episode_638,c_12,c_6,c_6,m_2,0.9766,0.07053097,model_785
episode_639,c_3,c_11,c_11,c_3,0.9793,0.0642911,model_1399
episode_640,c_8,c_4,m_1,c_4,0.9717,0.09356434,model_322
episode_641,c_6,c_12,c_10,c_1,0.9784,0.063226536,model_253
episode_642,c_1,c_3,c_9,c_8,0.9799,0.06376102,model_1924
episode_643,c_2,c_5,c_10,c_12,0.9815,0.057617623,model_1799
episode_644,c_9,c_5,c_2,m_1,0.9786,0.06631265,model_1522
episode_645,m_2,c_1,c_11,c_12,0.9517,0.15461893,model_1204
episode_646,c_5,c_5,c_2,c_6,0.9802,0.061388023,model_247
episode_647,c_11,c_12,c_5,m_3,0.9796,0.06252173,model_1959
episode_648,c_8,m_2,c_7,c_4,0.9682,0.11260372,model_611
episode_649,c_10,c_10,c_11,c_5,0.9812,0.058522858,model_1734
episode_650,c_8,c_7,c_9,c_1,0.9803,0.060863428,model_169
episode_651,c_8,c_3,c_6,c_4,0.9804,0.059465338,model_601
episode_652,c_8,c_3,c_9,m_2,0.9793,0.061932243,model_1500
episode_653,c_9,m_3,c_5,c_2,0.9728,0.08645671,model_171
episode_653,c_9,m_3,c_5,c_2,0.9742,0.086971045,model_1323
episode_654,c_9,c_3,c_1,c_11,0.9803,0.06152666,model_507
episode_655,c_10,c_7,m_3,c_10,0.9733,0.09482656,model_1328
episode_656,c_5,c_8,c_10,c_6,0.9814,0.059535082,model_7
episode_657,c_11,c_5,c_6,c_8,0.9804,0.061062727,model_336
episode_658,c_10,c_11,c_10,c_11,0.9811,0.058721952,model_1303
episode_659,c_7,c_6,c_2,c_7,0.9807,0.05988094,model_1072
episode_660,c_10,c_8,c_11,c_9,0.9812,0.05801776,model_1549
episode_661,c_5,c_5,c_10,c_4,0.9802,0.05921455,model_370
episode_662,c_7,c_10,c_10,c_12,0.9815,0.056498937,model_1152
episode_663,c_11,c_3,s,-,0.9778,0.07363431,model_892
episode_663,c_11,c_3,s,-,0.9773,0.0714851,model_1234
episode_663,c_11,c_3,s,-,0.9769,0.073035516,model_1976
episode_664,c_11,m_2,c_3,c_4,0.9687,0.1066057,model_509
episode_665,c_12,c_3,c_6,c_6,0.9783,0.066199,model_1563
episode_666,c_6,c_3,c_12,c_3,0.9808,0.0622445,model_120
episode_667,c_5,c_6,m_2,c_10,0.9769,0.073880844,model_918
episode_668,c_4,c_11,m_2,c_12,0.9764,0.07697218,model_1375
episode_669,c_9,c_5,c_8,c_2,0.9801,0.06029419,model_153
episode_670,c_12,c_3,c_5,c_8,0.9784,0.06275815,model_206
episode_671,c_2,c_2,c_1,c_8,0.9791,0.06254026,model_1352
episode_672,c_12,c_5,c_1,s,0.9821,0.06422229,model_685
episode_673,c_12,m_1,m_3,c_12,0.9644,0.14296243,model_722
episode_674,c_5,c_12,m_3,m_1,0.9825,0.055767216,model_1006
episode_675,c_8,c_1,c_4,c_1,0.9812,0.05848219,model_717
episode_676,c_5,c_5,c_2,c_9,0.9798,0.06114738,model_1832
episode_677,c_1,c_8,c_11,c_2,0.9813,0.05999218,model_1805
episode_678,c_4,c_9,c_7,c_8,0.9798,0.060555227,model_1798
episode_679,c_10,c_12,c_2,m_2,0.9794,0.062177714,model_571
episode_680,c_4,c_9,c_4,c_2,0.9791,0.06070431,model_741
episode_681,c_5,c_9,c_5,c_10,0.9787,0.067755304,model_400
episode_682,c_2,c_5,m_3,c_6,0.9803,0.0676332,model_1093
episode_683,c_4,c_7,c_7,c_1,0.9807,0.060014255,model_129
episode_684,c_5,c_7,c_5,m_1,0.9802,0.059136324,model_74
episode_685,c_8,c_4,c_2,c_5,0.9808,0.05956461,model_1885
episode_686,c_3,c_8,c_3,m_1,0.9808,0.06129452,model_1306
episode_687,c_6,c_4,c_10,m_1,0.979,0.06734767,model_529
episode_688,c_4,m_1,c_1,m_1,0.9664,0.11026145,model_136
episode_689,c_5,m_1,m_1,c_7,0.9412,0.20761774,model_1270
episode_690,c_4,c_4,c_10,c_2,0.981,0.059797462,model_1978
episode_691,c_8,m_2,m_2,c_6,0.96,0.1475668,model_512
episode_692,c_7,c_1,m_2,c_4,0.9711,0.097369425,model_1338
episode_693,c_10,m_3,c_12,m_1,0.9627,0.12602697,model_63
episode_694,c_4,c_8,c_2,c_12,0.9797,0.06449202,model_1603
episode_695,c_4,s,-,-,0.9588,0.14197478,model_377
episode_695,c_4,s,-,-,0.9584,0.14299645,model_1288
episode_695,c_4,s,-,-,0.9587,0.13953258,model_1641
episode_696,c_5,c_7,s,-,0.9758,0.07535529,model_248
episode_696,c_5,c_7,s,-,0.9771,0.07350419,model_1474
episode_697,c_2,m_2,c_6,c_2,0.9691,0.104782246,model_1037
episode_698,c_1,c_6,m_3,c_11,0.9809,0.0630554,model_10
episode_699,c_10,c_6,s,-,0.9763,0.07573091,model_932
episode_699,c_10,c_6,s,-,0.9771,0.0738695,model_1980
episode_700,c_9,c_11,m_3,c_9,0.981,0.065111354,model_597
episode_701,c_12,m_3,c_4,c_9,0.9747,0.08828791,model_1999
episode_702,c_8,c_3,c_7,c_4,0.9801,0.060111612,model_1574
episode_703,c_8,c_2,c_7,c_7,0.9801,0.062735766,model_554
episode_704,c_11,c_1,c_4,c_1,0.9818,0.062045377,model_227
episode_705,c_6,c_2,m_2,c_5,0.9716,0.08914189,model_766
episode_706,c_9,m_1,c_3,s,0.9688,0.1059669,model_768
episode_707,c_3,c_10,c_12,c_5,0.9812,0.0613197,model_476
episode_708,c_11,c_8,c_12,m_3,0.9789,0.06326187,model_1714
episode_709,c_10,c_1,c_5,c_12,0.9795,0.0623109,model_389
